localdata,globaldata,date,x,y,localylabel,globalylabel,annotation,title,imgsrctext,imgsrcurl,localdatasrctext,localdatasrcurl,globaldatasrctext,globaldatasrcurl,moreinfo
279.3871796,null,8/5/1981,null,null,,,,,,,,,,,
279.3202539,null,12/19/1981,null,null,,,,,,,,,,,
279.1788586,null,8/21/1982,null,null,,,,,,,,,,,
279.1412211,null,10/8/1982,null,null,,,,,,,,,,,
279.1117357,null,11/8/1982,null,null,,,,,,,,,,,
279.0846827,null,12/17/1982,null,null,,,,,,,,,,,
279.0542769,null,1/21/1983,null,null,,,,,,,,,,,
279.0210277,null,2/25/1983,null,null,,,,,,,,,,,
278.9950923,null,4/15/1983,null,null,,,,,,,,,,,
null,-1.179646371,4/16/1983,null,null,,,,,,,,,,,
278.9841298,null,5/18/1983,null,null,,,,,,,,,,,
278.9696172,null,5/25/1983,null,null,,,,,,,,,,,
278.9466731,null,7/13/1983,null,null,,,,,,,,,,,
278.9319961,null,8/14/1983,null,null,,,,,,,,,,,
278.9225128,null,8/20/1983,null,null,,,,,,,,,,,
null,-1.173728553,8/29/1983,null,null,,,,,,,,,,,
278.9151661,null,10/6/1983,null,null,,,,,,,,,,,
278.8927808,null,2/28/1984,null,null,,,,,,,,,,,
null,-1.167810735,3/19/1984,null,null,,,,,,,,,,,
null,-1.167810735,4/10/1984,null,null,,,,,,,,,,,
null,-1.173728553,4/10/1984,null,null,,,,,,,,,,,
278.8823935,null,5/18/1984,null,null,,,,,,,,,,,
null,-1.177665546,6/17/1984,null,null,,,,,,,,,,,
278.8628681,null,7/26/1984,null,null,,,,,,,,,,,
null,-1.189492962,8/1/1984,null,null,,,,,,,,,,,
null,-1.185555969,8/24/1984,null,null,,,,,,,,,,,
null,-1.189492962,9/15/1984,null,null,,,,,,,,,,,
278.8435563,null,10/4/1984,null,null,,,,,,,,,,,
278.8202177,null,11/16/1984,null,null,,,,,,,,,,,
null,-1.191465568,7/23/1986,null,null,,,,,,,,,,,
null,-1.189492962,7/23/1986,null,null,,,,,,,,,,,
278.6730864,null,8/14/1986,null,null,,,,,,,,,,,
278.6190955,null,10/14/1986,null,null,,,,,,,,,,,
278.5904812,null,10/23/1986,null,null,,,,,,,,,,,
278.5668797,null,12/9/1986,null,null,,,,,,,,,,,
null,null,1/1/1987,0,-831,,,Lake levels start to increase again,,,,,,,,
278.4416405,null,4/13/1987,null,null,,,,,,,,,,,
278.484899,null,8/2/1987,null,null,,,,,,,,,,,
278.5387584,null,10/26/1987,null,null,,,,,,,,,,,
278.5732238,null,4/13/1988,null,null,,,,,,,,,,,
null,-0.964689862,6/21/1988,null,null,,,,,,,,,,,
278.5551775,null,8/2/1988,null,null,,,,,,,,,,,
278.5244594,null,10/28/1988,null,null,,,,,,,,,,,
278.5042601,null,11/13/1988,null,null,,,,,,,,,,,
null,-0.885810284,12/18/1988,null,null,,,,,,,,,,,
278.4495954,null,1/6/1989,null,null,,,,,,,,,,,
278.4024745,null,2/19/1989,null,null,,,,,,,,,,,
278.3953579,null,5/4/1989,null,null,,,,,,,,,,,
278.4179897,null,5/20/1989,null,null,,,,,,,,,,,
278.4730325,null,7/15/1989,null,null,,,,,,,,,,,
278.5244759,null,8/18/1989,null,null,,,,,,,,,,,
278.5563773,null,10/5/1989,null,null,,,,,,,,,,,
278.5831838,null,11/9/1989,null,null,,,,,,,,,,,
278.6245193,null,1/8/1990,null,null,,,,,,,,,,,
null,-0.834538969,4/28/1990,null,null,,,,,,,,,,,
278.6585409,null,7/1/1990,null,null,,,,,,,,,,,
null,-0.824684159,7/4/1990,null,null,,,,,,,,,,,
null,-0.814829348,9/10/1990,null,null,,,,,,,,,,,
278.6467073,null,9/29/1990,null,null,,,,,,,,,,,
278.6171068,null,12/10/1990,null,null,,,,,,,,,,,
278.6033174,null,1/20/1991,null,null,,,,,,,,,,,
278.5929465,null,1/28/1991,null,null,,,,,,,,,,,
278.6089548,null,4/14/1991,null,null,,,,,,,,,,,
null,-0.771448457,6/7/1991,null,null,,,,,,,,,,,
null,-0.767503245,6/30/1991,null,null,,,,,,,,,,,
278.721029,null,8/28/1991,null,null,,,,,,,,,,,
278.778307,null,11/4/1991,null,null,,,,,,,,,,,
278.8083512,null,12/1/1991,null,null,,,,,,,,,,,
278.8373107,null,1/2/1992,null,null,,,,,,,,,,,
null,-0.747793625,1/19/1992,null,null,,,,,,,,,,,
278.8822292,null,3/8/1992,null,null,,,,,,,,,,,
278.9043022,null,3/24/1992,null,null,,,,,,,,,,,
278.9148374,null,4/16/1992,null,null,,,,,,,,,,,
278.9108928,null,5/8/1992,null,null,,,,,,,,,,,
278.9422355,null,9/7/1992,null,null,,,,,,,,,,,
279.0317601,null,10/17/1992,null,null,,,,,,,,,,,
279.0177241,null,10/20/1992,null,null,,,,,,,,,,,
278.9582109,null,11/5/1992,null,null,,,,,,,,,,,
null,-0.755675829,11/7/1992,null,null,,,,,,,,,,,
278.9772597,null,11/28/1992,null,null,,,,,,,,,,,
278.9633224,null,11/28/1992,null,null,,,,,,,,,,,
279.0055454,null,12/20/1992,null,null,,,,,,,,,,,
278.9812043,null,1/1/1993,null,null,,,,,,,,,,,
279.0616564,null,1/7/1993,null,null,,,,,,,,,,,
278.9897672,null,1/12/1993,null,null,,,,,,,,,,,
279.0878876,null,4/20/1993,null,null,,,,,,,,,,,
279.108087,null,8/3/1993,null,null,,,,,,,,,,,
279.119181,null,9/14/1993,null,null,,,,,,,,,,,
null,-0.668914046,9/18/1993,null,null,,,,,,,,,,,
null,-0.639324958,1/9/1994,null,null,,,,,,,,,,,
279.1353043,null,2/6/1994,null,null,,,,,,,,,,,
null,-0.63117152,3/18/1994,null,null,,,,,,,,,,,
279.1513619,null,4/22/1994,null,null,,,,,,,,,,,
279.1632941,null,5/1/1994,null,null,,,,,,,,,,,
null,-0.62355233,5/2/1994,null,null,,,,,,,,,,,
null,-0.62355233,5/24/1994,null,null,,,,,,,,,,,
279.1723337,null,6/12/1994,null,null,,,,,,,,,,,
279.1932562,null,10/4/1994,null,null,,,,,,,,,,,
279.2306635,null,5/21/1995,null,null,,,,,,,,,,,
279.2587026,null,11/30/1995,null,null,,,,,,,,,,,
279.3002189,null,3/25/1996,null,null,,,,,,,,,,,
279.3430172,null,6/2/1996,null,null,,,,,,,,,,,
null,-0.613697519,8/12/1996,null,null,,,,,,,,,,,
null,null,1/1/1997,-1000,-831,,,Image from NASA SVS (vegetation in red),,,,,,,,
null,-0.617634512,1/17/1997,null,null,,,,,,,,,,,
279.4760632,null,4/4/1997,null,null,,,,,,,,,,,
279.4118165,null,11/23/1997,null,null,,,,,,,,,,,
279.3606526,null,1/26/1998,null,null,,,,,,,,,,,
279.3405847,null,2/18/1998,null,null,,,,,,,,,,,
279.328899,null,3/25/1998,null,null,,,,,,,,,,,
null,-0.53086451,5/28/1998,null,null,,,,,,,,,,,
null,-0.538754934,7/12/1998,null,null,,,,,,,,,,,
279.4714941,null,9/12/1998,null,null,,,,,,,,,,,
279.5445339,null,11/27/1998,null,null,,,,,,,,,,,
279.5761559,null,1/16/1999,null,null,,,,,,,,,,,
279.58914,null,2/27/1999,null,null,,,,,,,,,,,
null,-0.605798877,3/17/1999,null,null,,,,,,,,,,,
279.58061,null,7/12/1999,null,null,,,,,,,,,,,
279.5675437,null,11/12/1999,null,null,,,,,,,,,,,
279.5063211,null,3/17/2000,null,null,,,,,,,,,,,
279.5521764,null,7/13/2000,null,null,,,,,,,,,,,
null,-0.576218007,8/16/2000,null,null,,,,,,,,,,,
null,-0.578182394,8/16/2000,null,null,,,,,,,,,,,
279.5814975,null,9/14/2000,null,null,,,,,,,,,,,
279.5967661,null,10/28/2000,null,null,,,,,,,,,,,
279.6208278,null,11/10/2000,null,null,,,,,,,,,,,
null,null,2/1/2001,-2000,0,,,"The lake now covers 4,000 km2 (Image from NASA Earth Observatory)",,,,,,,,
null,-0.578182394,3/30/2001,null,null,,,,,,,,,,,
279.6493271,null,4/2/2001,null,null,,,,,,,,,,,
279.6405998,null,10/31/2001,null,null,,,,,,,,,,,
279.5985247,null,3/18/2002,null,null,,,,,,,,,,,
279.5606407,null,7/22/2002,null,null,,,,,,,,,,,
null,-0.542691926,8/30/2002,null,null,,,,,,,,,,,
279.5457501,null,10/22/2002,null,null,,,,,,,,,,,
279.5102657,null,1/20/2003,null,null,,,,,,,,,,,
null,-0.542691926,3/21/2003,null,null,,,,,,,,,,,
279.5344095,null,5/16/2003,null,null,,,,,,,,,,,
279.5228389,null,5/29/2003,null,null,,,,,,,,,,,
279.5023766,null,6/5/2003,null,null,,,,,,,,,,,
279.5446489,null,7/19/2003,null,null,,,,,,,,,,,
279.5549869,null,7/22/2003,null,null,,,,,,,,,,,
279.5649962,null,8/12/2003,null,null,,,,,,,,,,,
279.5757286,null,8/26/2003,null,null,,,,,,,,,,,
279.5856557,null,9/29/2003,null,null,,,,,,,,,,,
null,-0.584108431,10/10/2003,null,null,,,,,,,,,,,
null,-0.601853665,11/24/2003,null,null,,,,,,,,,,,
279.6274678,null,1/2/2004,null,null,,,,,,,,,,,
null,-0.595935847,1/30/2004,null,null,,,,,,,,,,,
null,-0.536774109,7/6/2004,null,null,,,,,,,,,,,
null,-0.4874754,2/16/2005,null,null,,,,,,,,,,,
null,null,5/1/2007,-2000,-831,,,"The lake covers 2,500 km2, less than 10% of the surface area in 1960",,,,,,,,
null,null,5/1/2013,0,-1662,,,,,,,,,,,
null,null,7/4/2014,-1000,-1662,,,Image from ESA Space in Images,,,,,,,,
