1/1/70,170.6574726
1/31/70,165.4072691
3/2/70,167.5180769
4/2/70,166.591007
5/2/70,168.0333285
6/2/70,168.7535316
7/2/70,164.3767658
8/1/70,164.3269645
9/1/70,161.1339367
10/1/70,162.4728248
11/1/70,160.1570656
12/1/70,161.3408035
1/1/71,160.4654504
1/31/71,157.3777714
3/2/71,161.4940382
4/2/71,157.8393909
5/2/71,156.5522195
6/2/71,154.288177
7/2/71,152.7443375
8/2/71,151.9724178
9/1/71,149.3961596
10/1/71,146.4099986
11/1/71,145.4848441
12/1/71,142.1385816
1/1/72,139.8228224
1/31/72,138.535651
3/2/72,133.026864
4/1/72,131.5864579
5/1/72,130.4525212
6/1/72,128.1884787
7/1/72,127.054542
8/1/72,126.7978739
8/31/72,126.4377724
10/1/72,125.7673706
10/31/72,126.4894891
11/30/72,126.6427237
12/31/72,131.0712062
1/30/73,131.3795911
3/2/73,131.0712062
4/1/73,131.8948427
5/2/73,134.1588852
6/1/73,134.5707034
7/1/73,134.2623186
8/1/73,135.4977733
8/31/73,134.930805
12/31/73,134.7258536
1/30/74,134.4174688
3/2/74,133.3869655
4/1/74,131.0712062
5/2/74,130.760906
6/1/74,131.9465594
7/1/74,132.2549442
8/1/74,130.7091893
8/31/74,129.8874683
10/1/74,130.8126227
10/31/74,134.1588852
12/1/74,134.6741369
12/31/74,135.4977733
1/31/75,135.4977733
3/2/75,135.0859551
4/1/75,135.1893885
5/2/75,136.0647417
6/1/75,134.2623186
7/2/75,133.1800986
8/1/75,133.3869655
8/31/75,133.3869655
10/1/75,133.1302974
10/31/75,128.4968635
12/1/75,127.8264617
12/31/75,127.2096921
1/31/76,127.9816118
3/1/76,128.3417134
3/31/76,129.0121151
5/1/76,129.0619164
5/31/76,129.4737346
7/1/76,129.4737346
7/31/76,128.8052483
9/30/76,128.8052483
10/30/76,129.1136331
11/30/76,129.9372695
12/30/76,130.2973711
1/30/77,130.1958531
3/1/77,129.8874683
4/1/77,129.6288847
5/1/77,128.9086817
5/31/77,128.5485802
7/1/77,129.577168
7/31/77,129.7323182
8/31/77,129.9372695
9/30/77,130.8126227
10/31/77,130.0924197
11/30/77,129.4737346
12/30/77,129.1136331
1/30/78,130.040703
3/1/78,132.9751472
4/2/78,134.1090839
5/2/78,134.5707034
6/2/78,134.46727
7/2/78,135.8061581
8/1/78,137.7120146
9/1/78,139.8726237
10/1/78,135.54949
11/1/78,138.5873677
12/1/78,137.9686827
12/31/78,138.2253508
1/31/79,138.9455538
3/2/79,139.3075708
4/2/79,141.1080783
5/2/79,141.7267634
6/2/79,143.8375712
7/2/79,146.7202988
8/2/79,145.3814107
9/1/79,148.6759565
10/1/79,142.343533
