11/30/10,22.30993256,,
10/30/10,22.15665236,,
9/29/10,21.89799203,,
8/30/10,21.99954016,,
7/31/10,22.15665236,,
6/30/10,21.9554721,,
5/31/10,22.15665236,,
3/31/10,22.15665236,,
3/1/10,22.36358063,,
1/29/10,22.56284488,,
12/30/09,22.67014102,,
11/29/09,22.56284488,,
10/30/09,22.25628449,,
9/29/09,22.77360515,,
8/30/09,23.39247394,,
7/30/09,23.23919375,,
6/30/09,23.18554568,,
5/31/09,22.98436542,,
4/30/09,19.06997241,,
3/31/09,20.09886573,,
1/29/09,21.43431944,,
12/30/08,21.4860515,,
11/29/08,21.58759963,,
10/30/08,21.39025138,,
9/29/08,20.97256284,,
8/30/08,21.02237891,,
7/30/08,20.97256284,,
6/30/08,21.27720723,,
5/31/08,21.6412477,,
4/30/08,21.22547517,,
3/31/08,20.61043838,,
2/29/08,20.50505825,,
1/30/08,20.30387799,,
12/30/07,20.55870632,,
11/30/07,21.17949111,,
10/31/07,21.43431944,,
9/30/07,21.54161557,,
8/31/07,21.12775904,,
7/31/07,21.02237891,,
5/31/07,22.26011649,,
5/1/07,20.92274678,,
4/1/07,22.10492029,,
3/1/07,21.9516401,,
1/30/07,22.20838443,,
12/30/06,21.90374004,,
11/30/06,21.54353158,,
10/31/06,22.15665236,,
9/30/06,22.2658645,,
8/31/06,22.68163703,,
7/31/06,21.85009197,,
7/1/06,22.2658645,,
5/31/06,21.90565604,,
5/1/06,21.85583998,,
3/31/06,21.70447578,,
3/1/06,21.08752299,,
1/30/06,22.68546904,,
12/30/05,23.40205395,,
10/30/05,24.23168302,,
9/30/05,24.49034335,,
8/31/05,25.00766401,,
7/31/05,25.42343654,,
7/1/05,25.68401288,,
5/31/05,26.4025138,,
5/1/05,26.60561006,,
3/31/05,26.559626,,
3/1/05,26.60561006,,
1/30/05,26.4025138,,
12/30/04,25.83729307,,
11/30/04,25.78747701,,
10/30/04,25.68401288,,
9/30/04,25.47708461,,
8/30/04,25.32188841,,
7/31/04,24.86396383,,
5/31/04,23.72777437,,
5/1/04,23.92895463,,
3/31/04,24.19336297,,
3/1/04,24.80456775,,
1/30/04,25.11496015,,
12/31/03,25.37362048,,
12/1/03,25.83729307,,
10/31/03,29.18071735,,
10/1/03,31.29598406,,
8/31/03,31.34771613,,
8/1/03,31.39178418,,
7/1/03,30.9338596,,
6/1/03,30.7786634,,
5/2/03,31.60254445,,
4/1/03,34.64132434,,
3/2/03,34.79652054,,
1/30/03,33.81744329,,
12/31/02,33.76571122,,
12/1/02,34.49187615,,
10/31/02,33.19857449,,
10/1/02,32.37660944,,
8/30/02,32.2673973,,
7/31/02,32.72915389,,
6/30/02,32.05855303,,
5/31/02,36.38297057,,
5/1/02,37.25858369,,
3/31/02,35.61465359,,
3/1/02,36.07449418,,
1/29/02,37.47125996,,
12/30/01,37.5785561,,
11/29/01,38.29705702,,
10/30/01,38.86227774,,
9/30/01,34.9977008,,
8/30/01,37.4214439,,
7/31/01,36.74701104,,
6/30/01,38.19359289,,
5/31/01,41.07526058,,
5/1/01,38.96382587,,
3/31/01,35.35407725,,
3/1/01,38.03073268,,
1/29/01,36.89454323,,
12/30/00,39.00789393,,
11/29/00,37.97708461,,
10/30/00,40.91240037,,
9/30/00,45.18700184,,
8/30/00,43.02191907,,
7/31/00,40.96604844,,
6/30/00,41.88764562,,
5/31/00,40.8568363,,
4/30/00,41.83782955,,
3/31/00,45.2310699,,
3/1/00,51.8776824,,
1/30/00,44.15810852,,
12/31/99,43.84963213,,
