localdata,globaldata,date,x,y,localylabel,globalylabel,annotation,title,intro,imgsrc,datasrc,fastfacts,moreinfo,moreinfosrc
null,null,6/28/04,0,-2400,,,,,,,,,,
107.1838337,107.1838337,7/1/04,null,null,,,,,,,,,,
107.494134,107.494134,7/31/04,null,null,,,,,,,,,,
107.4424173,107.4424173,8/31/04,null,null,,,,,,,,,,
107.2872672,107.2872672,9/30/04,null,null,,,,,,,,,,
107.4424173,107.4424173,10/30/04,null,null,,,,,,,,,,
107.9040368,107.9040368,11/30/04,null,null,,,,,,,,,,
107.8542355,107.8542355,12/30/04,null,null,,,,,,,,,,
108.4192884,108.4192884,1/30/05,null,null,,,,,,,,,,
108.8828233,108.8828233,3/1/05,null,null,,,,,,,,,,
108.2641383,108.2641383,4/1/05,null,null,,,,,,,,,,
107.9557535,107.9557535,5/1/05,null,null,,,,,,,,,,
107.9040368,107.9040368,5/31/05,null,null,,,,,,,,,,
107.9040368,107.9040368,7/1/05,null,null,,,,,,,,,,
107.7508021,107.7508021,7/31/05,null,null,,,,,,,,,,
107.1340325,107.1340325,8/31/05,null,null,,,,,,,,,,
106.411914,106.411914,9/30/05,null,null,,,,,,,,,,
null,null,10/5/05,720,-2400,,,,,,,,,,
106.0518125,106.0518125,10/31/05,null,null,,,,,,,,,,
106.1035292,106.1035292,11/30/05,null,null,,,,,,,,,,
105.3814107,105.3814107,12/31/05,null,null,,,,,,,,,,
105.2779773,105.2779773,1/30/06,null,null,,,,,,,,,,
104.6114064,104.6114064,3/1/06,null,null,,,,,,,,,,
104.6612077,104.6612077,4/1/06,null,null,,,,,,,,,,
104.7646411,104.7646411,5/1/06,null,null,,,,,,,,,,
104.7646411,104.7646411,6/1/06,null,null,,,,,,,,,,
104.8680745,104.8680745,7/1/06,null,null,,,,,,,,,,
104.8163578,104.8163578,7/31/06,null,null,,,,,,,,,,
null,null,8/21/06,1440,-2400,,,,,,,,,,
105.1247426,105.1247426,8/31/06,null,null,,,,,,,,,,
104.8680745,104.8680745,9/30/06,null,null,,,,,,,,,,
105.0232246,105.0232246,10/31/06,null,null,,,,,,,,,,
104.6612077,104.6612077,11/30/06,null,null,,,,,,,,,,
105.1764593,105.1764593,12/31/06,null,null,,,,,,,,,,
104.6114064,104.6114064,1/30/07,null,null,,,,,,,,,,
104.6612077,104.6612077,3/1/07,null,null,,,,,,,,,,
104.9695925,104.9695925,4/1/07,null,null,,,,,,,,,,
104.507973,104.507973,5/1/07,null,null,,,,,,,,,,
105.4331274,105.4331274,6/1/07,null,null,,,,,,,,,,
104.7129244,104.7129244,7/1/07,null,null,,,,,,,,,,
null,null,7/30/07,2160,-2400,,,,,,,,,,
103.5809031,103.5809031,8/1/07,null,null,,,,,,,,,,
103.7341378,103.7341378,8/31/07,null,null,,,,,,,,,,
104.4045396,104.4045396,9/30/07,null,null,,,,,,,,,,
104.1976727,104.1976727,10/31/07,null,null,,,,,,,,,,
104.507973,104.507973,11/30/07,null,null,,,,,,,,,,
103.425753,103.425753,12/31/07,null,null,,,,,,,,,,
103.0139348,103.0139348,3/1/08,null,null,,,,,,,,,,
102.70555,102.70555,3/31/08,null,null,,,,,,,,,,
103.2706029,103.2706029,4/30/08,null,null,,,,,,,,,,
103.2706029,103.2706029,5/31/08,null,null,,,,,,,,,,
102.807068,102.807068,6/30/08,null,null,,,,,,,,,,
null,null,7/25/08,2880,0,,,,,,,,,,
102.242015,102.242015,7/31/08,null,null,,,,,,,,,,
102.2937317,102.2937317,8/30/08,null,null,,,,,,,,,,
102.1902983,102.1902983,9/30/08,null,null,,,,,,,,,,
102.0887803,102.0887803,10/30/08,null,null,,,,,,,,,,
102.9622181,102.9622181,11/29/08,null,null,,,,,,,,,,
102.242015,102.242015,12/30/08,null,null,,,,,,,,,,
108.0591869,108.0591869,1/29/09,null,null,,,,,,,,,,
107.1838337,107.1838337,3/1/09,null,null,,,,,,,,,,
108.1109036,108.1109036,3/31/09,null,null,,,,,,,,,,
102.1385816,102.1385816,5/1/09,null,null,,,,,,,,,,
103.1173682,103.1173682,5/31/09,null,null,,,,,,,,,,
108.6759565,108.6759565,6/30/09,null,null,,,,,,,,,,
107.8542355,107.8542355,7/31/09,null,null,,,,,,,,,,
105.5365608,105.5365608,8/30/09,null,null,,,,,,,,,,
null,null,9/14/09,2880,-480,,,,,,,,,,
106.3601973,106.3601973,9/30/09,null,null,,,,,,,,,,
106.513432,106.513432,10/30/09,null,null,,,,,,,,,,
107.0305991,107.0305991,11/29/09,null,null,,,,,,,,,,
107.2355504,107.2355504,12/30/09,null,null,,,,,,,,,,
106.2050472,106.2050472,1/29/10,null,null,,,,,,,,,,
105.8449456,105.8449456,3/1/10,null,null,,,,,,,,,,
105.228176,105.228176,3/31/10,null,null,,,,,,,,,,
104.9695925,104.9695925,5/1/10,null,null,,,,,,,,,,
105.1764593,105.1764593,5/31/10,null,null,,,,,,,,,,
104.9695925,104.9695925,7/1/10,null,null,,,,,,,,,,
104.7129244,104.7129244,7/31/10,null,null,,,,,,,,,,
105.0232246,105.0232246,8/30/10,null,null,,,,,,,,,,
104.9695925,104.9695925,9/30/10,null,null,,,,,,,,,,
null,null,10/3/10,2880,-960,,,,,,,,,,
104.7129244,104.7129244,10/30/10,null,null,,,,,,,,,,
null,null,5/15/11,2880,-1440,,,,,,,,,,
