"date","insitu","mining","file","x","y"
"2006-07-01",12.62262416,22.2658645,NA,NA,NA
"2006-07-31",13.80479767,21.85009197,NA,NA,NA
"2006-08-21",NA,NA,"athabasca_tm5_20060821",-1440,-2400
"2006-08-31",13.13419681,22.68163703,NA,NA,NA
"2006-09-30",13.5940374,22.2658645,NA,NA,NA
"2006-10-31",13.49440527,22.15665236,NA,NA,NA
"2006-11-30",13.79713366,21.54353158,NA,NA,NA
"2006-12-30",14.31637032,21.90374004,NA,NA,NA
"2007-01-30",12.67052422,22.20838443,NA,NA,NA
"2007-03-01",14.065374,21.9516401,NA,NA,NA
"2007-04-01",14.2205702,22.10492029,NA,NA,NA
"2007-05-01",14.26847026,20.92274678,NA,NA,NA
"2007-07-30",NA,NA,"athabasca_tm5_20070730",-2160,-2400
"2007-07-31",13.08629675,21.02237891,NA,NA,NA
"2007-08-31",13.65151747,21.12775904,NA,NA,NA
"2007-09-30",14.42175046,21.54161557,NA,NA,NA
"2007-10-31",14.15925812,21.43431944,NA,NA,NA
"2007-11-30",15.24371551,21.17949111,NA,NA,NA
"2008-01-30",14.10561006,20.30387799,NA,NA,NA
"2008-02-29",12.97325261,20.50505825,NA,NA,NA
"2008-03-31",13.01923666,20.61043838,NA,NA,NA
"2008-04-30",13.48290926,21.22547517,NA,NA,NA
"2008-05-31",13.17634887,21.6412477,NA,NA,NA
"2008-06-30",13.22424893,21.27720723,NA,NA,NA
"2008-07-25",NA,NA,"athabasca_tm5_20080725",-2880,0
"2008-08-30",13.32004905,21.02237891,NA,NA,NA
"2008-09-29",13.62852544,20.97256284,NA,NA,NA
"2008-10-30",13.01540466,21.39025138,NA,NA,NA
"2008-11-29",13.88910178,21.58759963,NA,NA,NA
"2008-12-30",12.70501226,21.4860515,NA,NA,NA
"2009-01-29",19.29222869,21.43431944,NA,NA,NA
"2009-03-31",23.92703863,20.09886573,NA,NA,NA
"2009-04-30",21.65849172,19.06997241,NA,NA,NA
"2009-05-31",22.83874923,22.98436542,NA,NA,NA
"2009-06-30",20.42075414,23.18554568,NA,NA,NA
"2009-08-30",17.74793072,23.39247394,NA,NA,NA
"2009-09-14",NA,NA,"athabasca_tm5_20090914",-2880,-480
"2009-09-29",19.29222869,22.77360515,NA,NA,NA
"2009-10-30",19.08913243,22.25628449,NA,NA,NA
"2009-11-29",19.29222869,22.56284488,NA,NA,NA
"2009-12-30",17.69619865,22.67014102,NA,NA,NA
"2010-01-29",16.7152054,22.56284488,NA,NA,NA
"2010-03-01",16.45462906,22.36358063,NA,NA,NA
"2010-03-31",16.50444513,22.15665236,NA,NA,NA
"2010-05-31",16.44696505,22.15665236,NA,NA,NA
"2010-06-30",16.55426119,21.9554721,NA,NA,NA
"2010-07-31",16.19405273,22.15665236,NA,NA,NA
"2010-08-30",17.01793378,21.99954016,NA,NA,NA
"2010-09-29",16.76310546,21.89799203,NA,NA,NA
"2010-10-03",NA,NA,"athabasca_tm5_20101003",-2880,-960
"2010-10-30",16.19405273,22.15665236,NA,NA,NA
"2010-11-30",16.14615267,22.30993256,NA,NA,NA
"2011-05-15",NA,NA,"athabasca_tm5_20110515",-2880,-1440
