213.421,53.855,12/30/85,136.6297946,,,
214.254,54.392,1/30/86,135.6012067,,,
215.087,57.779,3/1/86,129.1136331,,,
215.92,57.161,4/1/86,130.2973711,,,
216.753,57.375,5/1/86,129.8874683,,,
217.613,57.832,6/1/86,129.0121151,,,
218.447,58.182,7/2/86,128.3417134,,,
219.28,58.37,8/1/86,127.9816118,,,
220.113,58.665,9/1/86,127.4165589,,,
220.946,58.585,10/1/86,127.5697936,,,
221.779,58.773,11/1/86,127.2096921,,,
222.613,58.8,12/1/86,127.1579754,,,
223.445,58.8,12/31/86,127.1579754,,,
224.279,58.988,1/31/87,126.7978739,,,
225.112,58.719,3/2/87,127.3131255,,,
225.945,57.725,4/2/87,129.2170665,,,
226.778,56.462,5/2/87,131.6362592,,,
227.611,56.032,6/2/87,132.4598956,,,
228.445,56.274,7/2/87,131.9963607,,,
229.277,56.408,8/1/87,131.7396926,,,
230.111,56.973,9/1/87,130.6574726,,,
230.944,57.402,10/1/87,129.8357516,,,
231.777,58.316,11/1/87,128.0850453,,,
232.61,57.994,12/1/87,128.7018149,,,
233.443,56.73,12/31/87,131.122923,,,
234.277,66.54,1/31/88,112.3325193,,,
235.11,56.408,3/1/88,131.7396926,,,
235.943,56.381,4/1/88,131.7914093,,,
236.776,56.784,5/1/88,131.0194895,,,
237.609,57.429,6/1/88,129.7840349,,,
238.442,58.719,7/1/88,127.3131255,,,
239.275,59.069,7/31/88,126.6427237,,,
240.109,58.988,8/31/88,126.7978739,,,
240.942,59.257,9/30/88,126.2826222,,,
241.775,59.337,10/31/88,126.1293875,,,
242.608,59.31,11/30/88,126.1811042,,,
243.441,59.633,12/31/88,125.5624192,,,
244.273,59.687,1/30/89,125.4589858,,,
245.107,59.687,3/1/89,125.4589858,,,
245.941,59.794,4/1/89,125.2540344,,,
246.773,60.332,5/1/89,124.2235311,,,
247.607,60.197,6/1/89,124.4821146,,,
248.439,59.929,7/1/89,124.9954508,,,
249.273,59.929,8/1/89,124.9954508,,,
250.107,60.278,8/31/89,124.3269645,,,
250.939,59.982,9/30/89,124.8939329,,,
251.773,59.929,10/31/89,124.9954508,,,
252.605,58.532,11/30/89,127.6713116,,,
253.438,58.585,12/31/89,127.5697936,,,
254.271,58.585,1/30/90,127.5697936,,,
255.105,58.908,3/2/90,126.9511086,,,
255.938,59.203,4/1/90,126.3860556,,,
256.771,59.122,5/1/90,126.5412058,,,
257.604,59.552,6/1/90,125.7175693,,,
258.438,60.09,7/1/90,124.687066,,,
259.271,60.225,8/1/90,124.4284825,,,
260.938,60.278,10/1/90,124.3269645,,,
261.771,60.386,10/31/90,124.1200977,,,
262.604,61.676,11/30/90,121.6491883,,,
263.437,61.541,12/31/90,121.9077719,,,
264.27,61.837,1/30/91,121.3408035,,,
265.103,61.891,3/2/91,121.2373701,,,
265.936,61.783,4/1/91,121.4442369,,,
