100.058	350.142
100.298	45.925
511.998	168.003
99.747	168.003
116.290	175.241
114.851	174.521
120.850	171.402
121.330	172.602
123.490	178.120
125.170	171.402
125.890	170.443
125.890	169.723
127.570	169.243
129.730	174.041
129.970	174.761
131.170	180.279
132.370	183.878
133.810	183.158
136.209	184.598
136.929	186.037
138.608	191.315
139.088	193.234
142.447	207.869
142.447	208.109
142.207	208.109
142.687	210.028
143.407	213.387
144.127	210.028
144.847	208.349
145.327	206.429
146.527	202.591
150.366	192.755
151.086	192.755
154.206	204.271
154.446	205.231
154.686	206.670
155.165	206.670
155.165	208.589
156.605	206.191
159.484	204.991
161.644	206.430
162.124	205.471
162.124	204.751
162.844	203.791
162.604	203.312
163.084	203.312
163.324	202.592
163.564	202.592
165.004	197.314
165.483	195.635
165.723	193.955
169.322	179.800
168.602	178.601
168.602	178.361
171.961	169.724
172.681	168.524
172.921	167.565
174.361	164.446
178.680	161.567
179.400	162.526
180.839	165.885
181.799	166.845
182.999	160.367
184.439	161.087
187.318	158.688
187.318	158.928
191.397	158.928
191.637	158.928
192.837	158.688
192.837	158.448
192.837	158.208
192.357	157.008
195.716	145.492
196.676	144.053
199.795	139.974
201.235	137.575
201.235	136.855
203.395	137.815
203.395	138.055
204.354	138.535
208.913	128.458
212.993	137.575
214.672	134.936
215.392	133.017
217.072	126.059
217.792	120.541
218.272	118.142
218.992	114.063
219.472	112.863
221.152	112.143
225.231	129.417
225.471	129.896
228.350	131.576
230.030	132.296
232.670	133.975
235.789	140.453
236.509	142.852
236.269	145.011
237.469	144.771
241.308	150.529
241.068	151.728
241.788	151.968
242.748	155.567
242.508	160.605
244.188	160.845
247.308	164.444
248.508	165.164
249.947	165.884
252.107	168.283
253.787	169.962
254.747	170.682
255.947	171.162
255.947	172.362
257.866	177.160
258.346	177.160
262.015	184.342
266.504	187.477
266.744	187.956
269.383	197.073
269.863	198.032
272.023	198.272
272.503	197.552
273.223	196.112
273.703	193.953
274.183	194.193
274.183	193.953
274.423	189.395
274.903	187.235
278.262	171.401
278.982	171.401
279.462	167.322
280.421	161.084
279.942	157.245
281.861	154.126
283.541	146.209
283.541	145.729
286.660	144.770
292.179	123.417
292.419	122.937
295.059	118.858
301.058	111.420
308.977	84.549
309.456	83.349
309.936	84.069
313.055	95.345
313.534	96.544
314.973	100.623
316.173	103.502
317.612	106.381
318.092	106.861
320.251	107.820
320.011	109.979
320.491	110.699
320.970	111.419
321.930	113.099
323.610	116.458
324.089	117.417
327.209	122.695
327.929	123.895
335.607	134.931
337.767	136.850
339.687	139.969
342.723	153.923
345.327	156.041
346.886	156.043
346.886	155.323
347.846	155.323
350.005	156.043
350.005	157.242
351.444	159.161
351.684	160.361
350.724	161.081
350.964	162.281
351.443	163.720
352.643	166.119
352.883	166.599
352.476	168.254
354.563	169.718
355.762	172.357
356.482	176.675
356.722	177.634
358.881	190.830
360.801	203.066
364.160	205.225
365.360	212.183
365.599	213.142
375.437	232.576
376.397	234.256
380.237	256.088
384.076	251.290
384.316	251.290
385.275	252.489
390.795	267.843
392.234	268.563
400.152	267.124
402.552	270.723
403.751	273.603
403.991	274.323
410.229	296.155
410.469	296.634
411.429	299.033
411.669	299.513
414.308	306.230
415.028	307.670
415.988	309.349
423.667	311.269
425.106	310.549
427.266	309.829
427.505	309.829
427.505	310.549
428.225	311.028
428.946	311.988
429.185	312.467
428.706	312.467
436.385	312.707
436.385	312.467
443.823	285.116
445.742	275.519
451.021	269.281
451.741	268.082
452.461	266.883
455.341	261.605
455.580	261.125
457.740	258.727
460.859	259.686
464.218	249.130
465.417	245.530
466.141	244.538
466.618	243.611
466.858	243.611
475.496	242.412
477.176	242.891
482.455	232.334
482.934	233.294
485.574	241.451
491.093	237.852
491.093	238.091
493.493	238.091
499.012	233.773
501.171	233.773
503.331	238.812
503.810	240.971
504.530	240.251
506.210	233.053
508.609	227.055
