99.747	169.120
104.698	169.120
118.659	169.120
140.292	169.120
168.257	169.120
201.216	169.120
237.830	169.120
276.760	169.120
316.668	169.120
356.213	169.120
394.059	169.120
428.866	169.120
459.295	169.120
484.007	169.120
501.663	169.120
510.926	169.120
511.999	169.093
512.006	164.465
512.047	137.181
512.106	98.353
512.159	62.974
512.184	46.034
512.184	45.925
512.179	52.526
512.164	70.690
512.143	97.959
512.117	131.876
512.087	169.983
512.055	209.822
512.025	248.937
511.997	284.869
511.973	315.161
511.955	337.354
511.946	348.993
511.945	350.143
511.387	331.679
510.238	293.636
509.284	262.032
509.125	256.785
508.220	254.942
506.980	252.183
503.177	251.122
502.168	253.666
501.810	254.270
501.661	254.923
501.434	255.532
501.408	256.161
500.727	256.784
500.859	257.488
500.935	258.733
499.495	258.253
498.535	256.094
497.563	255.188
496.227	252.883
494.754	250.323
492.509	249.792
490.992	251.526
490.848	252.990
490.383	253.919
489.712	255.703
488.456	258.493
487.121	254.768
485.820	253.973
484.377	253.454
483.934	254.244
483.402	256.168
482.598	260.612
480.778	269.288
480.410	268.577
480.167	267.356
479.484	264.243
477.013	260.334
473.766	268.429
473.029	271.033
471.800	273.559
469.751	275.265
467.310	277.541
466.104	278.814
465.662	279.364
465.565	280.090
464.770	281.067
463.227	282.048
462.783	282.723
461.660	283.952
460.569	285.548
459.701	287.367
459.733	288.221
460.383	288.962
460.622	289.922
460.504	290.443
460.143	290.683
460.143	291.531
459.903	291.842
459.275	292.814
457.984	294.721
457.744	294.481
457.504	295.122
457.327	296.465
456.629	299.198
456.286	300.960
456.006	302.788
455.277	306.273
453.842	313.092
453.034	314.066
452.945	313.435
452.505	312.596
451.745	310.795
450.785	310.075
448.946	312.145
448.304	314.660
447.931	316.291
447.425	318.232
447.066	321.362
446.465	324.711
446.301	326.088
445.508	325.655
445.041	322.788
444.470	319.462
444.306	318.233
443.380	316.364
442.198	315.266
440.396	317.363
439.494	320.640
438.306	323.272
436.981	315.652
436.485	314.216
436.387	312.475
435.739	309.190
428.989	300.238
428.525	298.818
427.786	297.643
427.056	296.455
426.201	295.823
424.667	294.461
424.163	294.014
424.099	293.437
423.758	292.544
423.245	291.148
423.169	290.265
422.818	289.598
422.301	288.020
421.926	285.997
421.551	284.147
421.136	282.501
420.810	280.707
420.301	278.417
417.693	269.814
416.256	265.742
414.872	261.586
413.737	261.602
413.591	259.854
413.591	257.575
413.591	256.576
413.108	256.099
412.152	252.256
410.682	247.956
408.438	241.687
404.530	241.560
403.158	243.482
400.682	244.711
395.910	242.208
395.116	240.261
394.876	241.460
394.191	236.115
392.715	230.581
390.581	227.436
389.305	226.198
388.472	224.419
387.551	222.049
387.042	219.541
386.661	218.003
386.201	216.304
384.317	213.390
384.702	211.667
383.063	208.394
380.051	201.958
379.441	200.392
378.893	198.708
378.373	196.925
378.339	196.163
378.070	195.609
377.609	194.665
377.424	193.314
376.833	191.890
376.047	190.093
368.822	160.705
367.894	156.435
367.549	154.857
367.176	152.904
367.060	151.858
366.755	150.696
364.120	132.612
363.521	128.425
363.434	126.496
363.038	124.270
362.718	120.543
362.312	118.789
361.951	116.257
359.988	107.023
358.654	102.987
357.997	101.079
357.149	98.905
355.432	95.268
353.460	91.404
349.176	84.466
346.629	81.626
342.931	81.395
341.602	81.916
340.705	80.531
339.147	77.140
336.951	75.058
334.608	77.617
333.613	79.280
332.319	79.442
329.681	78.371
327.993	80.976
327.335	82.914
326.847	85.464
325.765	89.592
324.900	92.742
321.798	97.168
319.399	102.551
319.182	104.203
318.794	105.504
318.291	106.981
317.968	108.907
317.607	109.506
317.395	110.254
316.029	110.125
314.394	109.455
313.285	110.124
310.889	116.944
310.438	118.652
310.042	120.210
309.689	120.783
309.630	121.390
308.810	121.921
306.260	121.685
303.389	122.957
301.805	125.543
300.300	129.525
299.202	134.149
297.891	139.401
296.078	143.744
294.980	145.936
294.331	146.933
293.968	148.329
293.220	150.661
292.754	152.818
292.411	153.771
292.369	154.706
292.171	155.665
292.171	160.129
290.971	160.608
290.491	163.007
289.945	165.565
289.003	167.277
287.852	168.285
287.132	169.244
286.655	170.206
285.832	171.323
284.617	173.553
284.002	174.134
283.449	175.227
282.682	176.233
281.597	177.964
277.404	183.827
276.423	185.527
275.346	186.936
274.654	187.478
273.556	186.508
272.016	184.947
271.294	184.118
270.448	183.705
269.135	182.679
267.796	182.170
267.643	181.434
267.264	181.110
265.627	179.707
262.709	177.206
262.596	176.762
261.725	175.721
261.090	174.718
260.388	173.815
259.786	172.690
259.314	171.332
258.338	168.525
257.600	167.618
256.835	165.769
254.409	162.113
253.752	161.534
253.096	161.290
252.091	161.049
251.781	159.425
251.138	155.810
250.672	154.477
250.383	152.966
249.847	152.063
249.449	150.427
247.553	147.316
246.318	146.048
245.620	145.494
244.900	145.014
240.863	141.859
238.204	142.004
237.294	142.866
236.176	142.700
235.531	142.145
235.541	141.656
235.070	141.196
233.564	139.286
231.591	139.386
230.460	141.028
229.461	143.787
228.459	147.030
227.382	149.813
227.382	151.252
225.942	150.532
224.742	151.011
221.502	152.079
218.370	153.037
216.272	150.723
214.956	147.120
214.547	146.089
214.030	145.647
212.131	145.010
211.305	144.774
211.046	145.055
210.520	145.657
208.773	147.331
207.833	146.227
206.842	144.759
204.385	141.887
202.822	141.261
201.227	140.697
201.091	139.880
200.535	139.154
199.151	136.750
197.840	133.203
193.348	127.613
190.531	126.154
188.302	124.746
183.711	122.464
180.114	125.591
178.912	127.982
178.374	129.044
178.239	129.869
177.952	129.902
176.993	130.862
176.307	136.680
173.951	142.655
171.554	143.057
170.633	143.336
170.514	143.816
169.868	144.823
167.635	150.294
166.771	151.281
165.338	151.331
164.332	149.728
164.514	147.915
164.425	147.205
163.720	145.847
158.255	145.999
156.598	146.936
154.079	148.821
149.684	151.879
148.143	154.065
147.623	155.567
147.313	156.145
147.474	156.541
145.624	159.051
144.499	160.576
143.255	161.353
140.520	163.491
139.312	163.933
137.520	164.211
134.351	163.607
132.138	161.875
128.263	161.091
123.004	161.091
